suite;id;name;company;mode;dep;dest;kette;transport;uid_verwendet;importer_role;erwartet_out;erwartet_in;erwartet_sonstiges;quelle
smoke;DG-01;DE→AT(ich)→IT, Transport=Lieferant (movingIndex=0) → Dreiecksgeschäft true;EPROHA;3;DE;IT;DE→AT→IT;supplier;;;;;movingIndex=0 · trianglePossible=true;app.js SMOKE_TESTS (Art. 141 lit. a–e MwStSystRL / Art. 25 UStG AT)
smoke;DG-02;DE→AT(ich)→IT, Transport=ich, AT-UID (Grundregel, movingIndex=0) → Dreiecksgeschäft true;EPROHA;3;DE;IT;DE→AT→IT;middle;AT;;;;movingIndex=0 · trianglePossible=true;app.js SMOKE_TESTS (Art. 36a Abs. 1 + Art. 141 MwStSystRL)
smoke;DG-03;DE→AT(ich)→IT, Transport=Kunde → Dreiecksgeschäft false;EPROHA;3;DE;IT;DE→AT→IT;customer;;;;;movingIndex=1 · trianglePossible=false;app.js SMOKE_TESTS (Art. 141 MwStSystRL: Vereinfachung setzt IG-Transport durch A oder B voraus)
smoke;DG-04;IT→AT(ich)→DE, Transport=Lieferant — Dreiecksgeschäft blockiert (eigene DE-UID);EPROHA;3;IT;DE;IT→AT→DE;supplier;;;;;movingIndex=0 · trianglePossible=false;app.js SMOKE_TESTS (Art. 141 lit. a MwStSystRL: B darf keine USt-ID im Bestimmungsland haben)
smoke;DG-05;AT→AT(ich)→DE, Transport=Lieferant — Dreiecksgeschäft false (nur 2 Länder);EPROHA;3;AT;DE;AT→AT→DE;supplier;;;;;movingIndex=0 · trianglePossible=false;app.js SMOKE_TESTS (Art. 141: 3 verschiedene EU-MS erforderlich)
smoke;DG-06;AT→AT(ich)→DE mit dest=IT — Dreiecksgeschäft false (Kunde ≠ Bestimmungsland);EPROHA;3;FR;IT;FR→AT→DE;supplier;;;;;trianglePossible=false;app.js SMOKE_TESTS (Art. 141 lit. c MwStSystRL: C muss im Bestimmungsland sitzen)
smoke;DG-07;IT→AT(ich)→DE→HU, Transport=Lieferant, movingIndex=0 → 4-Parteien Dreiecksgeschäft;EPROHA;4;IT;HU;IT→AT→DE→HU;supplier;;;;;movingIndex=0 · trianglePossible=true;app.js SMOKE_TESTS (EuG T-646/24: Dreiecksgeschäft in 4-Parteien-Ketten (first3/last3))
smoke;DG-08;FR→AT(ich)→IT→DE, Transport=Lieferant — 4-Parteien Dreiecksgeschäft blockiert (DE-UID);EPROHA;4;FR;DE;FR→AT→IT→DE;supplier;;;;;movingIndex=0 · trianglePossible=false;app.js SMOKE_TESTS (Art. 141 lit. a: B hat UID im Bestimmungsland → blockiert)
smoke;DG-09;FR→DE(ich)→IT, Transport=Lieferant — Dreiecksgeschäft true (EPDE);EPDE;3;FR;IT;FR→DE→IT;supplier;;;;;movingIndex=0 · trianglePossible=true;app.js SMOKE_TESTS (Art. 141 MwStSystRL: FR-DE-IT, 3 verschiedene MS, EPDE hat keine IT-UID)
smoke;DG-10;FR→DE(ich)→NL, Transport=Lieferant — Dreiecksgeschäft blockiert (eigene NL-UID);EPDE;3;FR;NL;FR→DE→NL;supplier;;;;;movingIndex=0 · trianglePossible=false;app.js SMOKE_TESTS (Art. 141 lit. a: EPDE hat NL-UID → Vereinfachung blockiert)
smoke;DEP-DEST-01;IT→AT(ich)→IT, dep=IT=dest — kein IG-Reihengeschäft;EPROHA;3;IT;IT;IT→AT→IT;supplier;;;;;depEqDest=true · igLieferung=false;app.js SMOKE_TESTS (Edge Case D-01: Abgangsland = Bestimmungsland)
smoke;PERSP-01;SI→EPDE→DE, Transport=Kunde — EPDE Verkäufer, kein IG-Erwerb-Hint;EPDE;3;SI;DE;SI→DE→DE;customer;;;;;movingIndex=1 · igLieferung=true · lieferortL1=SI · lieferortL2=SI;app.js SMOKE_TESTS (Perspektiv-Bug fix v3.0: iAmTheBuyer darf nicht feuern wenn iAmTheSeller=true)
smoke;PERSP-02;SI→EPDE→DE, Transport=Lieferant — EPDE Käufer, IG-Erwerb in DE;EPDE;3;SI;DE;SI→DE→DE;supplier;;;;;movingIndex=0 · igLieferung=true · lieferortL1=SI · lieferortL2=DE;app.js SMOKE_TESTS (Perspektiv-Bug fix v3.0: erwerberLine und Saldo-0-Hint nur wenn iAmTheBuyer)
smoke;LIT-C-01;IT→EPDE→DE, Transport=Ich (keine IT-UID) — lit. c, L1 bewegend, keine Reg-Pflicht;EPDE;3;IT;DE;IT→DE→DE;middle;;;;;movingIndex=0 · igLieferung=true · lieferortL2=DE;app.js SMOKE_TESTS (Sachverhalt B (AT-Lehrunterlagen): U2 holt ab mit Heimat-UID)
smoke;LIT-C-02;IT→EPDE→DE, Transport=Ich (IT-UID manuell) — lit. b, L2 bewegend, Reg-Pflicht IT;EPDE;3;IT;DE;IT→DE→DE;middle;IT;;;;movingIndex=1 · igLieferung=true · lieferortL1=IT · regRequired=[];app.js SMOKE_TESTS (Sachverhalt C (AT-Lehrunterlagen): U2 holt ab mit dep-Land-UID)
smoke;DG-UID-01;DE→EPROHA(DE-UID)→BE, Transport=Lieferant — Dreiecksgeschäft blockiert (UID-Land=Lieferant-Land);EPROHA;3;DE;BE;DE→AT→BE;supplier;DE;;;;movingIndex=0 · trianglePossible=false;app.js SMOKE_TESTS (Dreiecksgeschäft UID-Land-Bug fix v3.0)
smoke;DG-UID-02;DE→EPROHA(AT-UID)→BE, Transport=Lieferant — Dreiecksgeschäft möglich;EPROHA;3;DE;BE;DE→AT→BE;supplier;;;;;movingIndex=0 · trianglePossible=true;app.js SMOKE_TESTS (Dreiecksgeschäft UID-Land-Bug fix v3.0: Ansässigkeits-UID ≠ Lieferant-Land)
smoke;DG4-UID-01;DE→EPROHA(DE-UID)→BE→HU, 4-Parteien — Dreiecksgeschäft blockiert (UID-Land=Lieferant);EPROHA;4;DE;HU;DE→AT→BE→HU;supplier;DE;;;;movingIndex=0 · trianglePossible=false;app.js SMOKE_TESTS (_detectTriangle4 UID-Land-Bug fix v3.1: usedUidCountry === s1 → blockiert)
smoke;DG4-UID-02;DE→EPROHA(AT-UID)→BE→HU, 4-Parteien — Dreiecksgeschäft möglich (Ansässigkeits-UID);EPROHA;4;DE;HU;DE→AT→BE→HU;supplier;;;;;movingIndex=0 · trianglePossible=true;app.js SMOKE_TESTS (_detectTriangle4 UID-Land-Bug fix v3.1: AT-UID ≠ DE (Lieferant) → möglich)
smoke;C037m-MAIN;IT→EPROHA→DE→HU, Transport=U3(middle2), keine dep-UID — lit. c, L2 bewegend, Dreiecksgeschäft U2-U3-U4;EPROHA;4;IT;HU;IT→AT→DE→HU;middle2;;;;;movingIndex=1 · trianglePossible=true · lieferortL1=IT;app.js SMOKE_TESTS (reihengeschaeft.at C037m Hauptfall: U3 transportiert ohne IT-UID → lit. c → L2 bewegend. Dreiecksgeschäft gem. Art. 25 UStG / EuG T-646/24.)
smoke;C037m-ALTA;IT→EPROHA→DE(IT-UID)→HU, Transport=U3(middle2), IT-UID — lit. b, L3 bewegend, kein Dreiecksgeschäft;EPROHA;4;IT;HU;IT→AT→DE→HU;middle2;IT;;;;movingIndex=2 · trianglePossible=false;app.js SMOKE_TESTS (reihengeschaeft.at C037m Alternative A: U3 tritt mit IT-UID auf → lit. b → L3 bewegend. Kein Dreiecksgeschäft mehr möglich.)
smoke;C037m-ALTB;IT→EPROHA→DE(HU-UID)→HU, Transport=U3(middle2), HU-UID → Grundregel Abs. 1 → L2 bewegend;EPROHA;4;IT;HU;IT→AT→DE→HU;middle2;HU;;;;movingIndex=1 · trianglePossible=false;app.js SMOKE_TESTS (reihengeschaeft.at C037m Alternative B: U3 tritt mit HU-UID (dest, ≠ Abgangsland IT) auf.)
smoke;CH-SV1;DE→DE(EPDE)→CH, Transport=Lieferant (U1) — L1 bewegend, L2 ruhend in CH;;3;DE;CH;DE→DE→CH;supplier;;;;;movingIndex=0 · igLieferung=true;app.js SMOKE_TESTS (§ 3 Abs. 6 UStG iVm. § 3 Abs. 6a Satz 2 UStG — U1 veranlasst Transport)
smoke;CH-SV2;DE→DE(EPDE)→CH, Transport=Ich, DE-UID mitgeteilt — L2 bewegend (Quick Fix lit. a analog);;3;DE;CH;DE→DE→CH;middle;;;;;movingIndex=1 · igLieferung=true;app.js SMOKE_TESTS (§ 3 Abs. 6 UStG iVm. § 3 Abs. 6a Satz 4 2. HS UStG — U2 transportiert + teilt DE-UID mit)
smoke;CH-SV3;DE→DE(EPDE)→CH, Transport=Kunde (U3/CH) — L2 bewegend (§ 3 Abs. 6a Satz 3);;3;DE;CH;DE→DE→CH;customer;;;;;movingIndex=1 · igLieferung=true;app.js SMOKE_TESTS (§ 3 Abs. 6a Satz 3 UStG — letzter Abnehmer (CH) holt ab → letzte Lieferung bewegend)
smoke;CH-EP1;AT→AT(EPROHA)→CH, Transport=Ich (middle) — L2 bewegend, Ausfuhr AT;;3;AT;CH;AT→AT→CH;middle;;;;;movingIndex=1 · igLieferung=true · lieferortL1=AT;app.js SMOKE_TESTS (§ 7 UStG AT / Art. 146 MwStSystRL — EPROHA transportiert mit AT-UID (Ansässigkeit) → lit. b → L2 bewegend)
smoke;CH-EP2;AT→DE(EPROHA)→CH, Transport=Lieferant (supplier) — L1 bewegend, EPROHA nicht Exporteur;;3;AT;CH;AT→DE→CH;supplier;;;;;movingIndex=0 · igLieferung=true · lieferortL2=CH;app.js SMOKE_TESTS (§ 7 UStG AT / Art. 146 MwStSystRL — U1 transportiert → L1 bewegend, EPROHA auf L2 ruhend in CH)
smoke;GB-EP1;AT→AT(EPROHA)→GB, Transport=Ich (middle) — L2 bewegend, Ausfuhr AT;;3;AT;GB;AT→AT→GB;middle;;;;;movingIndex=1 · igLieferung=true · lieferortL1=AT;app.js SMOKE_TESTS (§ 7 UStG AT / Art. 146 MwStSystRL — EPROHA transportiert → lit. b → L2 bewegend, Post-Brexit GB)
smoke;GB-EP2;AT→DE(EPROHA)→GB, Transport=Lieferant (supplier) — L1 bewegend, EPROHA nicht Exporteur;;3;AT;GB;AT→DE→GB;supplier;;;;;movingIndex=0 · igLieferung=true · lieferortL2=GB;app.js SMOKE_TESTS (§ 7 UStG AT / Art. 146 MwStSystRL — U1 transportiert → L1 bewegend, EPROHA L2 ruhend in GB)
smoke;RC-HU-DE-LITC;HU→DE(EPDE)→DE, Transport=Ich, keine HU-UID — lit. c, L1 bewegend, kein HU-Risiko;EPDE;3;HU;DE;HU→DE→DE;middle;;;;;movingIndex=0 · igLieferung=true · lieferortL2=DE · regRequired=[];app.js SMOKE_TESTS (Art. 36a Abs. 2 MwStSystRL / § 3 Abs. 15 Z 1 lit. c UStG AT — Standardregel: keine Abgangsland-UID → L1 bewegend)
smoke;RC-HU-DE-LITA;HU→DE(EPDE+HU-UID)→DE, Transport=Ich, HU-UID mitgeteilt — lit. b, L2 bewegend, HU-Registrierung;EPDE;3;HU;DE;HU→DE→DE;middle;HU;;;;movingIndex=1 · igLieferung=true · lieferortL1=HU;app.js SMOKE_TESTS (Art. 36a Abs. 3 MwStSystRL / § 3 Abs. 15 Z 1 lit. b UStG AT — Abgangsland-UID mitgeteilt → L2 bewegend)
smoke;RC-HU-DE-BESITZ;HU→DE(EPDE+HU-UID)→DE, Transport=Ich, HU-UID NICHT mitgeteilt — Abs. 1, L1 bewegend;EPDE;3;HU;DE;HU→DE→DE;middle;;;;;movingIndex=0 · igLieferung=true · lieferortL2=DE;app.js SMOKE_TESTS (Art. 36a Abs. 1 MwStSystRL / § 3 Abs. 15 Z 1 lit. c UStG AT — Besitz ≠ Mitteilung → Grundregel)
smoke;RC-SAPPI-1;DE(Sappi)→DE(EPDE)→IT, Transport=Lieferant, DE-UID — Dreieck blockiert, Reg-Pflicht IT;EPDE;3;DE;IT;DE→DE→IT;supplier;;;;;movingIndex=0 · trianglePossible=false · regRequired=[IT];app.js SMOKE_TESTS (Art. 141 lit. b MwStSystRL — EPDE-UID aus dep-Land (DE) → Dreiecksgeschäft nicht anwendbar)
smoke;RC-SAPPI-2;DE(Sappi)→DE(EPDE)→IT, Transport=Lieferant, BE-UID-Override — Dreiecksgeschäft möglich;EPDE;3;DE;IT;DE→DE→IT;supplier;BE;;;;movingIndex=0 · trianglePossible=true · regRequired=[];app.js SMOKE_TESTS (Art. 141 lit. b MwStSystRL — EPDE-UID BE ≠ dep(DE) ≠ dest(IT) → Dreiecksgeschäft anwendbar)
smoke;RC-SAPPI-3;DE(Sappi)→DE(EPDE)→IT, Transport=Ich (Abholung) — lit. b, L2 bewegend, kein IT-Risiko;EPDE;3;DE;IT;DE→DE→IT;middle;;;;;movingIndex=1 · trianglePossible=false · regRequired=[];app.js SMOKE_TESTS (Art. 36a Abs. 3 MwStSystRL — EPDE teilt DE-UID (= dep-Land) mit → L2 bewegend, EPDE ist IG-Lieferant)
smoke;RC-BG-AT-BG;BG→AT(EPROHA)→BG · dep===dest · Inlands-RG, needsReg BG;EPROHA;3;BG;BG;BG→AT→BG;supplier;;;;;depEqDest=true;"app.js SMOKE_TESTS (§ 3 Abs. 6 UStG AT — dep===dest=BG: alle Lieferungen in BG steuerbar; EPROHA hat keine BG-UID → Registrierungspflicht)"
smoke;RC-BG-DE-BG;BG→DE(EPDE)→BG · dep===dest · Inlands-RG, needsReg BG;EPDE;3;BG;BG;BG→DE→BG;supplier;;;;;depEqDest=true;"app.js SMOKE_TESTS (§ 3 Abs. 6a UStG — dep===dest=BG: alle Lieferungen in BG steuerbar; EPDE hat keine BG-UID → Registrierungspflicht)"
output-html;OT-M2-01;EPROHA AT→IT Lieferung: Lieferort Österreich im Output;;;;;;;;;;;"enthält ""Österreich"" · enthält ""AT"" · enthält NICHT ""Dreiecksgeschäft""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M2-02;EPROHA AT→DE Lieferung: IG-Lieferung 0% im Output;;;;;;;;;;;"enthält ""0%""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M2-EXW-EXPORT;EPROHA AT→CH Abholung: EXW-Ausführerfalle (Art. 1 Nr. 19 UZK-DA) + FCA-Empfehlung;;;;;;;;;;;"enthält ""Art. 1 Nr. 19 UZK-DA"" · enthält ""indirekten Vertreter"" · enthält ""statt EXW <strong>FCA</strong>""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-IMPORTER-TOGGLE-LABELS;"Einführer-Toggle (3P): Rollen-Label + Incoterm nur als Indiz, kein „Kunde (DAP/EXW)""";;;;;;;;;;;"enthält ""Indiz für den Einführer"" · enthält ""Art. 36a MwStSystRL"" · enthält ""EXW/FCA/DAP"" · enthält NICHT ""Kunde (DAP/EXW)""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M2-03;EPROHA AT Abholung (Transport=C/EXW): Gelangensbestätigung-Hinweis im Output;;;;;;;;;;;"enthält ""Gelangensbestätigung""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-GBX-01;DE→DE→GB, Lieferant transportiert (L1 bewegt): Vorlieferant = Exporteur, Eingangsrechnung-Zeile vorhanden;;;;;;;;;;;"enthält ""Vorlieferant"" · enthält ""Eingangsrechnung"" · enthält NICHT ""Du bist Exporteur""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-GBX-02;DE→DE→GB, Kunde holt ab (L2 bewegt, L1 ruhend): EPDE = Exporteur, Eingangsrechnung L1 = VD;;;;;;;;;;;"enthält ""Du bist Exporteur"" · enthält ""Eingangsrechnung"" · enthält ""VD""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M5-01;Lohnveredelung FI→PL→DE, Direktlieferung: IG-Lieferung + 3 Schritte im Output;;;;;;;;;;;"enthält ""Schritt 1"" · enthält ""Schritt 2"" · enthält ""Schritt 3"" · enthält ""0%""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M5-02;Lohnveredelung FI→PL→DE, Direktlieferung: PL-UID + ig. Erwerb in Output;;;;;;;;;;;"enthält ""Polen"" · enthält ""Erwerb""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M5-03;Lohnveredelung, Ware über mich, Ware kommt NICHT zurück: ig. Verbringen meldepflichtig;;;;;;;;;;;"enthält ""Verbringen"" · enthält ""lit. f greift nicht""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M5-04;Lohnveredelung, Direktlieferung, Ware kommt zurück: Art. 17 Abs. 2 lit. f greift;;;;;;;;;;;"enthält ""lit. f"" · enthält ""kein ig. Verbringen"" · enthält NICHT ""lit. f greift nicht""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-M5-05;Lohnveredelung, Ware über mich, Ware kommt zurück: lit. f für Hin- und Rückweg;;;;;;;;;;;"enthält ""lit. f"" · enthält ""Rücksendung"" · enthält ""kein ig. Verbringen""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-RU-01;RU→ES Import (EPDE): Sanktionswarnung + EORI + keine ES-UID → Registrierung;;;;;;;;;;;"enthält ""Sanktionen"" · enthält ""EORI"" · enthält ""Registrierung in Spanien"" · enthält ""keine separate Spanien-EORI"" · enthält ""Kein Dreiecksgeschäft""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-RS-01;RS→SI Import (EPDE): SAA-Hinweis + EPDE tritt mit SI-UID auf;;;;;;;;;;;"enthält ""Assoziierungsabkommen"" · enthält ""Slowenien-UID""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-TR-01;TR→DE Import (EPROHA): Zollunion-Hinweis (A.TR), EUSt trotzdem;;;;;;;;;;;"enthält ""Zollunion"" · enthält ""A.TR"" · enthält ""Einfuhrumsatzsteuer""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-M2-TR;Mode 2 AT→TR (EPROHA): Drittland-Ausfuhr A0 + Zollunion-Hinweis;;;;;;;;;;;"enthält ""Drittland-Transaktion"" · enthält ""Ausg: A0"" · enthält ""Zollunion""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-IMP-TOGGLE;Einführer-Toggle: Kunde (DAP) → keine Einfuhrpflichten für uns;;;;;;;;;;;"enthält ""Kunde"" · enthält ""unverzollt"" · enthält ""nicht steuerbar"" · enthält ""XD""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-CH-IMP-L2-UID;CH-Import (CH→DE→BE): L2-Inlandslieferung nutzt BE-UID, nicht DE-Heimat-UID;;;;;;;;;;;"enthält ""BE1022245089"" · enthält ""BS""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-CH-EXP-DDP;CH-Export DDP (Wir): EU-Ausfuhr A0 + CH-Inlandslieferung B5;;;;;;;;;;;"enthält ""A0"" · enthält ""B5"" · enthält ""Art. 67 MWSTG""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-CH-IMP-TOGGLE;CH-Import (3P): Einführer-Toggle + SAP-Anschlusslieferung;;;;;;;;;;;"enthält ""data-component=""importerToggle"""" · enthält ""EORI"" · enthält ""BS""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-GB-IMP-TOGGLE;GB-Import (3P): Einführer-Toggle vorhanden;;;;;;;;;;;"enthält ""data-component=""importerToggle"""" · enthält ""unverzollt""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
output-html;OT-3RD-BA-SAP-OUT;Drittland-Import (BA→DE→BE): Anschlusslieferung nur Ausgangs-MWSKZ, kein irreführendes EING:BI / G0;;;;;;;;;;;"enthält ""SAP-Stkz. <strong>Ausgangsrechnung"" · enthält ""BS"" · enthält ""Eingangsrechnung"" · enthält ""Typ P0"" · enthält NICHT ""Eing:""";app.js OUTPUT_TESTS (HTML-Assertion, Setup ist Code)
render;RT-UID-01;EPDE liefert ruhend in BE → 21% RC-Block, BE-UID in Lieferbox-Titel;;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-UID-02;EPDE IG-Lieferung aus DE nach PL → DE-UID auf L1 (Abgangsland);;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-UID-03;EPDE ruhend in NL → NL-UID auf Rechnung, nicht DE-UID;;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-RATE-01;BE ruhend → 21% MwSt (RC-Block wegen fehlender Betriebsstätte);;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-RATE-02;SI ruhend → 22% MwSt (RC-Block, EPDE hat SI-UID);;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-RATE-03;IG-Lieferung DE→PL → 0% steuerfrei;;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-BADGE-01;NL ruhend → badge-rc (Direktregistrierung ohne Betriebsstätte = RC ok in NL);;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-BADGE-02;DE ruhend → badge-resting + 19% (§ 13b gilt nicht für Warenlieferungen);;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-BADGE-03;PL ruhend → badge-resting + 23% (EPDE PL-registriert → RC-Block);;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-WORDING-01;"NL RC → Pflicht-Wortlaut ""BTW verlegd"" in invoiceItems";;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-WORDING-02;"BE RC-Block → invStd, kein ""Reverse charge""-Wortlaut (21% lokal)";;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-WORDING-03;DE Betriebsstätte → badge-resting + 19% (keine RC bei Warenlieferung);;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
render;RT-WORDING-04;"IG-Lieferung → ""innergemeinschaftlich"" in invoiceItems";;;;;;;;;;;;app.js RENDER_TESTS (Assertion im Code)
